,EventID,Title
386,718108668,Bnk Tokyo-Mitsubishi UK Regulatory Announcement: Japan’s largest financial group MUFG to make a strategic investment in Indonesia’s Bank Danamon
387,717799667,Sulawesi cake spoils Xmas buzz
388,717134625,Pundi X Integrates with the Stellar Network to make Indonesian Rupiah cross-border payments faster and less costly
389,717249246,"As Bali losses hit US$1b, Jokowi seeks to calm tourists"
390,716846691,Thai Airport Misery May Last Years as Chinese Overwhelm Upgrades
391,716681330,Indonesia Labels Calls for US Boycott Over Jerusalem Move 'Misguided'
392,716388127,"Indonesia labels calls for U.S. boycott over Jerusalem move ""misguided"""
393,716493079,An Australian has been arrested in Bali on drug smuggling charges
394,715981105,Chocolate industry giants capitalise on Asia's changing tastes
395,715456746,"Indonesia, Freeport said to near new deal for Grasberg mine"
396,714397276,U.S. citizen on the run after busting out of Bali prison
397,714397278,Indonesia detains 18 in pre-emptive bid to boost Christmas security
398,714203416,Indonesia detains 18 in pre-emptive bid to boost Christmas security
399,714286947,A US citizen is on the run after busting out of jail in Bali
400,713780360,Total: Yamal LNG Project Begins Gas Exports
401,713788015,Thousands of Muslims in Asia protest against Trump's Jerusalem plan
402,713394389,"In rural Indonesia, a village learns to embrace its forest through sustainability"
403,713395008,COLUMN-Indonesia's Freeport-Rio plan masks longer-term issues: Russell
404,713487444,Total: Yamal LNG Project Begins Gas Exports
405,713121496,Pulp and paper giant challenges Indonesian government over peat protection obligation
406,712798151,Pulp and paper giant challenges Indonesian government over peat protection obligation
407,712474777,Mars to boost $1bn sustainability plan with ‘sense of urgency’
408,712502044,Indonesia Says Int'l Cooperation Key to Tap Opportunities in Creative Economy
409,712316271,China suspends flights from Bali to China due to volcanic ash: report
410,711884627,New Taxman Robert Pakpahan Takes Office
411,711547873,"Indonesians race to save their disappearing lakes, before it’s too late"
412,711106845,UPDATE 2-Indonesia reopens Bali airport after closure over volcano activity
413,711170360,The 10th Annual Global CSR Summit & Awards 2018 (Also Featuring The Global Good Governance Awards 2018)
414,710900157,Public-Private Partnerships Key to Achieve SDGs: Danish PM
415,710419597,"UPDATE 2-Indonesia raises Bali volcano alert to highest level, airport shut, thousands of tourists stranded"
416,710429342,"The Latest: Lava filling Bali crater, big eruption possible"
417,710446533,Indonesia warns cold lava flows to increase from Bali's Mt Agung
418,710548120,Indonesia extends Bali airport closure due to volcanic ash
419,710135597,"Flights canceled, tens of thousands evacuated after massive Bali volcano erupts"
420,710143733,"Flights canceled, tens of thousands evacuated after massive Bali volcano erupts"
421,710146641,"Speaker's arrest puts Indonesia parliament in graft spotlight, again"
422,710153093,"From traffic jams to floods, can Indonesia’s ‘Big Durian’ be fixed?"
423,710356861,Indonesia raises alert to highest level 4 on Bali volcano
424,709959641,Digital Disruption Slows New Investments in Hospitality Industry: Indonesian Hoteliers
425,709547033,"Tornado in Indonesia injures 35, damages hundreds of homes"
426,709704495,"From Traffic Jams to Floods, Can Indonesia Fix Its 'Big Durian'?"
427,709267406,Arrested Indonesian parliament speaker pleads to keep his job
428,709113240,Indonesia Rubber Industry Analysis 2017 - Research and Markets
429,708729846,Indonesia court rules against Goldman in Hanson share ownership dispute
430,708865220,Jakarta's Ailing Ease of Doing Business Opens Up Opportunities for Other Provinces: Report
431,708123211,UPDATE 1-Freeport evacuating Indonesian mine worker families after shootings
432,708123321,Freeport evacuating Indonesian mine worker families after shootings - sources
433,707606382,Nineteen nations say they'll use more bioenergy to slow climate change
434,707634468,"Indonesia unveils plan to roll out 1,000 eco-mosques by 2020"
435,707721371,China's top aluminum maker mulls moving plants to Indonesia
436,707282026,Indonesia group pinpoints suspected mass graves from 1965 massacres
437,707283232,Indonesia police say 1 officer killed in Papua mine attack
438,707283236,UPDATE 1-Indonesian police officer killed in shooting near Freeport mine
439,707356412,Gov’t Signs Contract Amendments for 13 Coal Miners
440,707007457,Paradise Papers leaks take aim at Indonesian paper firm APRIL
441,707021266,ARGENTINA: U.S. Confirms Import Tariff Hike On Argentinean Biodiesel
442,707098037,"This 28-year-old got paid £8,000 a month to Instagram her way around the world staying in 5-star luxury villas"
443,706592100,UPDATE 1-Freeport Indonesia reopens mine access after shooting
444,706660433,In pictures: APP's mega pulp mill
445,706660833,Development or destruction? An inside look at APP's mega paper mill
446,706672495,UPDATE 1-Freeport Indonesia shuts main supply route to mine after shooting
447,706324500,Freeport Indonesia mine access road reopened after shooting -spokesman
448,706412339,Global Geo-political Series: U.S. commerce department announces final CVD on biodiesel from Argentina and Indonesia
449,706258130,Jacinda Ardern seeks to reopen Manus Island refugees negotiations with Malcolm Turnbull
450,705890676,Indonesian parliament speaker again named suspect in massive graft case
451,705565236,World Bank Urges Reboot of Indonesia's Local Content Rules
452,705673303,South Korea's Moon unveils new focus on Southeast Asia
453,705278087,"Indonesia, South Korea Sign MoU on Light Rail Project: Minister"
454,705469280,"UPDATE 1-U.S. sets final anti-subsidy duties on Argentine, Indonesian biodiesel"
455,705470246,"U.S. sets final anti-subsidy duties on Argentine, Indonesian biodiesel"
456,704847359,EMQ Partners with WeChat Pay HK to Expand Remittance Services in Southeast Asia
457,704962139,Indonesia's bid to root out Islamists throws spotlight on universities
458,704501999,Philippines hunts for possible new Islamic State 'emir' in South East Asia
459,704206220,Mindanao at the crossroads
460,704348305,Global Communications Consultancy Expands to IndonesiaHoffman Agensi Indonesia six years in the making
461,704102466,How US foreign policy helped feed the rise of global jihad
462,703441729,One in five Indonesian students support Islamic caliphate: survey
463,703448862,Malaysian state's royal council urges sedition probe of former leader Mahathir
464,703109199,Philippines arrests Indonesian pro-Islamist militant in Marawi
465,703214673,Indonesia jails tax dodgers in race to meet budget goals
466,702995969,Indonesia Jumps to 72nd on World Bank's Global Ease of Doing Business Report
467,703015750,Legendary Conservation Leader Dr. Russ Mittermeier Joins Global Wildlife Conservation in Pivotal Role
468,703081859,Satya Radjasa Joins Korn Ferry as Senior Client Partner in Indonesia
469,702176365,"The Digital Summit SEA to be held in Jakarta, Indonesia on 8 November 2017"
470,701966566,Indonesia court upholds seizure of illegal fishing vessel
471,701970599,Indonesia detains owner after deadly fireworks factory blaze
472,702060497,"Gov't to Integrate Jakarta, Bandung Into Massive Urban Area"
473,701142201,FSC mulls rule change to allow certification for recent deforesters
474,701149211,KKR Becomes Shareholder of PT Nippon Indosari Corpindo Tbk.
475,701283937,"Indonesia fireworks factory fire leaves 47 dead, dozens injured"
476,700484015,Economic headwinds buffet once-resilient Sumatran forest-farms
477,700567762,Global Geo-political Series: U.S. commerce department imposes CVD on biodiesel from Argentina and Indonesia
478,700571529,"A lawyer proposed to his girlfriend mid-air when their AirAsia plane out of Perth plunged 8,000m in 9 minutes"
479,700680756,Transmission Towers Market - Drivers and Forecasts by Technavio
480,700743236,"U.S. sets preliminary antidumping duties on Argentine, Indonesian biodiesel"
481,700746791,The women accused in the murder of Kim Jong Un’s half brother were taken back to the scene of the crime
482,699770692,"UPDATE 1-U.S. begins anti-dumping probe into PTFE resin from China, India"
483,699574127,Creating 10 New Balis: Indonesian Tourism Plan Starts With China
484,699707685,APRIL halts Indonesia paper unit ops as forestry permit revoked
485,699163956,Qatar emir says open to dialogue to resolve Gulf crisis
486,699299873,Newly published letters from Obama to his former girlfriend shed light on his struggle for purpose in his youth
487,698765309,UPDATE 1-Brazil hails WTO decision in chicken case against Indonesia
488,698788080,Bloody spectacle: Indonesian villages pit wild boars against dogs
489,698788081,Files show new details of US support for Indonesia bloodbath
490,698647962,Brazil hails WTO decision in chicken case against Indonesia
491,698719680,UPDATE 1-Brazil hails WTO decision in chicken case against Indonesia
492,698148148,"Stocks to watch: Moya, AEM, Raffles Education"
493,698175363,Chope Receives S$18 Million To Lead Asia's Restaurant Tech Scene
494,698192137,"In Jakarta, solving problems with new tech tools and people power"
495,698391189,IBM is using the technology behind bitcoin to help businesses in countries with weak banking systems
496,697837896,Qatar’s Emir to Visit Indonesia to Strengthen Business Relationship
497,696816924,Experts seek ways to mitigate environmental impacts of infrastructure boom in Asia Pacific
498,696863283,Asean banks need to raise the bar in sustainable finance
499,696876652,Landless Farmers Can Now Utilize Degraded Forests
500,695920847,Indonesia president urges action on Freeport mine deal
501,695572084,Giant python attacks in Indonesia are on the rise -- here's why
502,695602976,The 10 most important things in the world right now
503,694657294,Asahi in talks to sell stakes in beverage business to Indonesian partner
504,694384233,Mining project in Leuser Ecosystem no longer has a valid permit
505,694417369,Global Sodium Silicate Market Report 2017-2021 - Research and Markets
506,693974440,Indonesia volcano may erupt explosively or menace for weeks
507,693120099,"Global brands are the Philippines’ biggest plastic polluters, study reveals"
508,692197546,UPDATE 1-Indonesian airline Garuda in talks to delay delivery of 20 planes
509,691813172,Icahn's oil refiner CVR starts unwinding biofuels bet
510,691576531,"Interdye Asia 2017 to Take Place in Bandung, Indonesia"
511,691583792,"Global Commercial Aircraft Piezoelectric Accelerometer Market - Analysis, Technologies & Forecasts to 2021 - Research and Markets"
512,691615887,Singapore and Malaysia: Do your favourite foods contain unsustainable palm oil?
513,691291361,What you need to know in advertising today
514,690834934,10 things in tech you need to know today
515,690510315,2017 Interdye Asia to initiate strategy in response to China's 21st Century Maritime Silk Road initiative
516,689795439,"In Riau, Indonesia, women organise for environmental justice"
517,689848655,ASEAN PR Network Releases Keynotes & Initial Speaker Details for ASEAN PR Conference 2017 in September
518,689410882,Palm oil giant FGV: We will ‘endeavor to rehabilitate’ peatlands in Borneo
519,689471723,Golden Agri-Resources JV opens 200 kilotonne oleochemicals plant in Indonesia
520,688964680,BizVibe Examines Indonesia as the Leader for Global Palm Oil Exports
521,688074836,Rise in International and Domestic Tourism Coupled With Surging Smartphone Users to Foster Future for Indonesia Car Rental Market: Ken Research
522,687858848,Exodus of Rohingya to Bangladesh tops quarter of a million - UNHCR
523,686820650,Deals of the day-Mergers and acquisitions
524,685550004,"Sampoerna Wins FinanceAsia's ""Best Company Poll 2017"""
525,685204773,Concrete Show South East Asia 2017: Supporting Infrastructure Development Acceleration Program in Indonesia
526,684702818,Indonesian woman jailed for suicide bomb plot at Jakarta palace
527,684260261,These 3 companies owe Indonesia millions of dollars for environmental damages. Why haven’t they paid?
528,683771102,ARGENTINA: U.S. Imposes Up To 64% Tariffs On Biodiesel Imports
529,682480845,"Eclipse-chasers trot the globe, addicted to Moon's shadow"
530,682250630,"Land-swap, Jokowi’s latest peat reform scheme, meets opposition from business groups"
531,681315790,AQUA Invites Indonesians to Embrace Goodness to Support Education
532,681126357,‘Harry Potter’ has sparked huge demand for pet owls in Asia — and environmental campaigners are worried
533,680591630,UPDATE 1-Union federation accuses Freeport of treating 'fired' Indonesia mine workers 'with contempt'
534,680736857,PHOTOS: What the first day of school looks like in 12 countries around the world
535,680361117,Jokowi’s anti-haze policies put to real test as annual fires return to Indonesia
536,680417489,Heads of Agreement Signed for the Development of 600MW Gas Power Plant in Indonesia
537,679858437,Indonesia IVD Market Analysis
538,679264513,Companies and governments working together helps halt deforestation - report
539,679433637,Indonesia's Q2 GDP growth disappoints on tepid spending
540,679016146,Indonesian military officer orders that forest burners be shot
541,678945197,Google agrees to censor for Jakarta
542,678570657,Taiwan protests as Indonesia sends its telecom fraud suspects to China
543,678579050,Indonesia rights body urges end to abuses in Papua after police shooting
544,678579063,UPDATE 1-Union to press for Freeport mine worker rights on Indonesia visit
545,678685415,Indonesia says Google agrees to monitor negative YouTube content
546,678254720,Indonesian travel site Traveloka to expand tourist attraction booking service
547,678402534,US retailers halt sales of hardwood flooring linked to illegal logging in PNG
548,677302851,TungLok leverages on healthy balance sheet to stay relevant in challenging market
549,677447424,Indonesia detains 153 over US$450m scam targeting Chinese
550,677145872,"U.S. coal exports soar, in boost to Trump energy agenda, data shows"
551,676966834,Vietnam asks Indonesia to investigate South China Sea shooting
552,676970175,"Indonesia, Australia host counter-terrorism meeting"
553,676318412,"Singapore slings? Taking on Alibaba, Amazon launches Prime Now in the city state"
554,676034782,Mounting protest over new Indonesian palm oil bill as legislators press on
555,676065858,Indonesia's disaster agency says forest fire threat to escalate
556,676196091,What school uniforms look like in 15 countries around the world
557,675759607,Vietnam says Indonesian navy shot its fishermen in South China Sea
558,675759611,Indonesia environment minister wants permanent ban on licenses to use forest land
559,674325210,This mud volcano has been erupting for more than a decade — and scientists are still puzzled about the cause
560,673916354,Time for a palm-oil rethink
561,673936152,Aida Greenbury talks about transforming business as usual in Indonesia
562,674045013,Hong Kong to Woo Indonesian Businesses to Take Part in 'Belt and Road' Initiative
563,672919828,Indonesia to Sign Tax Agreement With Macau Soon: Official
564,673198456,"Switzerland, Indonesia Renew Economic Cooperation"
565,672663607,Indonesia blocks major haze-causing drainage canal
566,672696253,UPDATE 2-Indonesia unlikely to need imported LNG until 2020 as output to rise
567,672696254,Indonesia finance minister says to tackle tax avoidance by MNCs
568,672425438,Indonesia president inks decree to ban radical groups
569,672478541,Indonesia seeks meeting with Freeport CEO to end copper mine dispute
570,672053246,"Locals mount fierce resistance against sand mining, land reclamation in Makassar"
571,672183786,Gov't Lays Groundwork for Geothermal Exploration Fund
572,671848914,Gov't Lays Groundwork for Geothermal Exploration Fund
573,671096241,Coal threatens Indonesia’s food production: report
574,671109685,Indonesia palm oil group worries EU nations will follow French restriction
575,670294499,"Indonesia, Switzerland to Exchange Financial Data in 2019"
576,669541404,Indonesia says seized Islamic State propaganda likely used by children
577,669543941,Singapore armed forces going more hi-tech as recruiting levels seen sliding
578,669300073,Women entrepreneurs: The changemakers of a better world
579,669012300,Young Indonesians Look to E-Commerce Sites During Holiday Shopping Season: Survey
580,668689644,Indonesia imposes travel ban on Trump's business partner
581,668365567,The jumbo carbon footprint of shrimp
582,668106550,SES Networks and Primacom to Deliver High Speed Broadband Connectivity to Vessels in Asia-Pacific
583,667574355,"This photographer visited an abandoned hotel in Bali, and the photos are hauntingly beautiful"
584,667093825,Can “One Map” solve Indonesia’s land tenure woes?
585,667093986,Indonesian Islamic sect say they're 'denied state IDs' over their beliefs
586,667249660,"How to take a $7,000 first class flight for $76"
587,666739284,"Facebook gets Indonesia nod for local unit, country's investment chief says"
588,666342142,Groundwater may play key role in predicting rainforest fires
589,666394062,Palm oil trade body calls out Singapore supermarket over sustainability claims
590,666425904,"Despite history of violations, Indonesian court reinstates coal mine’s license"
591,666453404,Coal in India 2017 - A Comprehensive Analysis on Trends & Outlook of Coal Sector - Research and Markets
592,666537062,"Palm oil companies join NGOs to save 10,000 Borneo orangutans"
593,665329705,Palm oil and timber groups drop lawsuit against Indonesian environment law
594,665554905,Indonesia to Get Access to Its Taxpayers' Financial Data in Hong Kong
595,665020946,An Australian journalist has been injured by a stray bullet while reporting a brutal street war in the Philippines
596,664366432,Indonesia says it reached agreement with Google over tax dispute
597,663608289,JD.com says plans to invest in Thailand by end of year
598,663235110,FSC to investigate Korindo’s palm oil operations in Indonesia
599,663239048,"How to build a business around the SDGs, and do more with less"
600,663118569,Indonesia's Foreign Reserves Hit Record High in May
601,661508046,How cultural biases obscure women's true role in ISIS
602,660575448,Passenger plane overshoots runway in eastern Indonesia
603,660205069,Kim Jong Nam murder case moves to Malaysian high court
604,660304223,Guided Therapeutics Receives Order for 10 LuViva® Advanced Cervical Scans for Indonesia
605,659878247,"After just 3 days, Schapelle Corby has twice as many Instagram followers as Malcolm Turnbull"
606,659885740,"After just 3 days, Schapelle Corby has twice as many Instagram followers as Malcolm Turnbull"
607,659717764,Australian drug convict Schapelle Corby returns home from Bali
608,659523376,Indonesia military identifies three graft suspects over helicopter deal
609,658795765,Jakarta suicide bombing kills three police officers
610,658821054,"NGO and PepsiCo feud over deforestation, labour claims"
611,658413570,"Indonesia, Vietnam to probe reported skirmish in disputed waters"
612,658710296,Russia is using Syria as a testing ground for some of its most advanced weapons
613,658747509,Jakarta suicide bombing kills three police officers
614,657819621,Indonesian governor pleads with President Jokowi to lift timber ban in his province
615,657453706,Thousands of Freeport Indonesia workers to strike for second month -union
616,657042480,Asia Pulp and Paper sustainability chief Aida Greenbury exits
617,657139699,Indonesia raised to investment grade by S&P on budget curbs
618,656339600,"Facing oversupply, Indonesia scales back its coal-based electricity plan"
619,655995203,Coal miners owe the Indonesian government hundreds of millions of dollars
620,655709695,Palm oil firm pledges to stop deforesting after RSPO freezes its operations in Papua
621,655823636,The best airline captain announcement ever came on a British Airways 747 after all four engines failed
622,655366430,This is everything Edward Snowden revealed in just one year of unprecedented top-secret leaks
623,654621416,Jailing of Jakarta's Christian governor reverberates across Indonesia
624,654723690,Indonesian protesters dismiss Bonn Challenge as mask for APP’s ‘corporate crimes’
625,653607533,Indonesia to build ‘world’s largest’ tidal power plant
626,653403347,"Indonesia sues Thailand's PTT, PTTEP for $2 billion over oil spill"
627,653052961,ADM Praises ITC for Preliminary Vote in Favor of Countervailing and Antidumping Duties on Imported Biodiesel
628,652344774,Indonesia to Enhance Water Security With ADB Investments
629,652416592,Jakarta press event ignores Papua
630,651856597,"Indigenous communities resisting dams in Indonesia claim they face repression, rights abuses"
631,651918103,"Indonesia Q1 GDP growth likely to come in at 5.1 pct y/y, to touch 5.3 pct this year: DBS Bank"
632,650886065,Axalta Promotes Sustainable Innovation in Coatings Technology at Universitas Indonesia Campus Talk
633,650528526,Indonesian court revokes environmental license for the Cirebon coal plant expansion
634,650098015,"Singapore, Indonesia eye industrial parks, cruise tourism, energy sector"
635,650189148,"UPDATE 1-Freeport hit by Indonesia export ban, permit talks to start"
636,649724395,Iswaran in Indonesia for 3-day visit
637,649864532,Powerphase and PLN Sign Memorandum of Understanding for Turbophase® Application in Indonesia
638,649917540,Miner Freeport's sales take hit from Indonesia export ban
639,649649176,Iswaran in Indonesia for 3-day visit
640,649232892,"Good Takeaways From Pence's Visit, But Can Indonesia Get Away From US Trade Hit List?"
641,648981809,Will the new Jakarta governor be firm against hardline religious groups?
642,648982737,Jakarta governor election results in a victory for prejudice over pluralism
643,649020568,Freeport warns Indonesia copper mine workers as Grasberg strike looms
644,648638039,Philippines faces hurdles in following Indonesia's tax amnesty
645,648658119,"Pence hails US$10b in Indonesia deals, from Exxon to GE"
646,648697767,"UPDATE 2-U.S. VP Pence tours Southeast Asia's biggest mosque, talks trade in Indonesia"
647,648270022,Jakarta governor Ahok loses re-election bid
648,648517649,Local Manufacturers Stand to Gain as Plants Leave China
649,647933967,Freeport Indonesia has initial approval to resume copper exports -spokesman
650,647994782,UPDATE 1-Freeport Indonesia has initial approval to resume copper exports -spokesman
651,648122503,Axalta Promotes Sustainable Innovation in Coatings Technology at Universitas Indonesia Campus Talk
652,648181783,Spicer defends Trump saying an aircraft carrier was headed toward North Korea when it was really near Indonesia
653,647609525,From black gold to wind and solar: How China is turning its back on coal
654,647632375,"Tycoon backs opponent, looks to oust Ahok in Jakarta elections"
655,647651639,Indonesia's Telkom says in talks to team up with Netflix
656,647705375,North Sumatra mining chief caught taking bribe in Indonesia
657,647332999,Investor-friendly Jakarta chief faces ouster over Islam insult
658,647355768,RSPO accused of letting palm oil firm proceed with dodgy audits in Papua
659,646376438,Philippines: Troops killed Abu Sayyaf commander who beheaded
660,646492227,Tensions lurk behind Pence's 'partnership' visit to the world's biggest Muslim country
661,645995791,Has the conversation about palm oil moved from environment to people?
662,646066022,Indonesia bailout fund too small for bank restructuring mandate
663,645603129,How a palm oil company is fighting slash and burn culture
664,644539430,Global Geo-political Series: South China Sea tensions intensify with Duterte land grab
665,642898859,China demand for bananas to cotton drives Asia export rebound
666,642648725,Trump aims to end Asean deficit
667,642184468,UPDATE 1-Workers to end strike at Peru's top copper mine Cerro Verde
668,642192860,Freeport close to resuming Indonesia copper exports -Minister
669,642193004,Exclusive: Indonesia eyes decree on tobacco after bill runs into opposition
670,641822474,UPDATE 1-Indonesia in tentative deal for Airbus A400M military planes
671,641833326,The 10 most important things in the world right now
672,641860617,Indonesia to widen crackdown on tax cheats as amnesty closes
673,641416789,How companies are buying clean energy: 4 lessons from India
674,640708510,"As Thailand ramps up its palm oil sector, peat forests feel the pressure"
675,640560563,G20 Takeaway: Indonesia May Be Forced to Scrap Bank Secrecy Law
676,640616182,Google has a plan to engineer the next Silicon Valleys
677,640001835,"Downstream from a coal mine, villages in Indonesian Borneo suffer from water pollution"
678,640045638,Report finds a million “missing hectares” in palm oil industry
679,639555011,One of the world's largest copper mines is back online
680,638904482,Indonesia plans to sue Thailand's PTTEP over 2009 oil spill
681,638911179,Indonesia tax amnesty nets US$330b - now for reform
682,637902220,AirSelfie Has Started the AirSelfie Team Tour to Discover the Most Beautiful Cities in the World from Perspectives Never Seen Before
683,637911634,Saudi Arabia's billionaire king is on a lavish Asian adventure — here's what he's spending his money on
684,637361003,WAKUWAKU JAPAN Achieves Same-day Broadcast Right After Japan for April Release CRISIS - Special Security Squad -
685,636978026,Indonesia to probe graft allegations implicating dozens of politicians
686,637142228,Indonesia tobacco bill would fire up output
687,636567622,West Papua gives indigenous communities control over forests
688,636589595,"World Bank, China-led AIIB to lend US$200m to Indonesian financing firm"
689,636674896,A British cruise ship has crashed into pristine Indonesian coral reefs
690,636236699,Indonesian Supreme Court orders Jokowi administration to hand over palm oil permit data
691,636385825,Indonesia Q1 economic growth likely below 5.05 percent
692,636385878,"Mike Pence to tour Asia as tensions mount with China, North Korea"
693,636003720,Indonesia arrests nine suspected militants
694,636082700,5 giant Chinese infrastructure projects that are reshaping the world
695,635284325,"Thailand LNG Market Demand & Supply Analysis, By Region, By Application, By LNG Terminal, Competition Forecast and Opportunities, 2011-2025 - Research and Markets"
696,634793263,JCR Revises Indonesia's Credit Outlook to Positive
697,634914241,12 destinations in Asia that tourists haven't discovered yet
698,633980898,A Bornean village conserves a forest the government listed for cutting
699,634122061,Australia has 6 intelligence agencies: Here's what they are and the work they do
700,634203857,Australia has been quick to rule out joint patrols in the South China Sea with Indonesia
701,633243525,Bali gears up for Saudi king's extravagant visit
702,632694283,Jakarta Offers New Co-Working Space for Young Entrepreneurs
703,632727548,"With ambitious pledge, Papua becomes conservation leader"
704,632991402,Will changes to Indonesia’s mining law hurt or help the environment?
705,632595462,"12 harrowing, horrifying tales from behind the scenes of 'Planet Earth II'"
706,631917964,The Saudi king is packing two elevators in his luggage for a trip to Indonesia
707,632013874,Indonesia to Woo Saudi King With $25b Investment Opportunities
708,631559796,APP uninvites selected press from visiting controversial mill
709,631602547,Indonesian killed in shootout after bomb attack
710,631614990,Conergy completes the first utility-scale solar plant in Sumba Island
711,631155852,"Indonesia's Amman Mineral to resume copper exports ""immediately"""
712,630712556,Indonesian president Joko Widodo is expected to restore military cooperation with Australia
713,630409196,Indonesian smallholder farmers to receive funding boost for irrigation
714,630424229,Disrupting the disruptor's: Singapore rattles sharing economy with rule change
715,630555097,Indonesian president to visit Australia this weekend
716,630623753,Ammonia Market in Indonesia: 2016-2020 Review - Research and Markets
717,629558275,Protected areas found to be ‘significant’ sources of carbon emissions
718,629692171,Tory MPs rally to defend Donald Trump from racism and sexism allegations
719,629844500,"Saudi Arabian King Salman to visit Indonesia in March with an entourage of 1,500"
720,629289847,"METALS-Supply concerns keep London copper near $6,000 per tonne"
721,629357489,Life Insurance Policies and Premiums in Indonesia to 2020: Market Databook - Research and Markets
722,629053338,UPDATE 1-Freeport Indonesia CEO resigns after force majeure on copper exports
723,629157860,UPDATE 1-Freeport Indonesia mine grinds to complete halt -union
724,628850712,"Indonesia, Sweden to Cooperate on Wind-, Hydropower Projects"
725,628391543,Businesses in Wait-and-See Mode Ahead of Second-Round Election
726,628055044,"Korindo has violated deforestation ban, NGO reveals"
727,627660320,Indonesia’s last stand for a coal industry in peril
728,627818114,Indonesia LNG Market - Projected to Surpass 5.9 MMT by 2025 - Decreasing LNG Prices in Comparison to Other Alternative Fuel - Research and Markets
729,627174299,Valentine's Day gets chilly reception in parts of Asia
730,625366957,There is still a very good chance that Trump will speak in Parliament
731,624984646,Indonesia port disruptions cause coal shipping delays
732,623697044,Tigerair is pulling out of Bali after the Indonesian government refused to grant it a licence
733,623613910,Tigerair cancels flights to Bali -- again
734,622906927,Does your fish burger contain mercury-tainted shark meat?
735,622536951,"Indonesia VP says Trump's policy can raise ""suspicion"" toward Muslims: media"
736,622066998,HULFT Pte. Ltd. Has Signed a HULFT Implementation Partner Agreement with Fujitsu Indonesia Strengthening Sales and Installation Support Framework for the HULFT Series in Indonesia
737,622200076,South-east Asian ride-hailing firm Grab hires former Indonesian police chief
738,622296109,Fighting inequality and poverty requires a more humane view of economics
739,621582224,Indonesia detains former finance official for suspected IS links
740,621697682,Indonesian Plane Skids Off Runway After Hitting A Cow On Landing
741,621246162,Indonesia IS suspect was finance ministry official
742,620750837,Indonesian provincial government says Freeport loses $188 million tax appeal
743,620622334,"Freeport McMoRan misses on earnings, issues warning on its mine in Indonesia"
744,620635710,"Indonesia reconsidering TPP plans, eyes bilateral deals"
745,619725699,Indonesian authorities detain 17 nationals returning from Syria
746,619958064,Indonesia Can Weather Trump's Protectionist Trade Policies: Economists
747,619502051,Indonesia 'will not negotiate' with Freeport over new rules -mining ministry official
748,619276772,Goldman Sachs rejects Indonesian businessman's $1.1 billion claim over share trade
749,619305668,RPT-UPDATE 1-Freeport seeks guarantees from Indonesia amid mining shake-up
750,618981633,Indonesia 2017 current account deficit will be less than 2.4% of GDP: central bank
751,619024213,NGOs decry APP’s new giant paper mill
752,618524649,Asean an important 'life raft' in uncertain climate: PM Lee
753,618856508,Indonesian government challenges another green group over freedom of information request
754,618135845,Pollution-linked deaths in Asia to surge if coal power plans go ahead
755,618238098,How local elites earn money from burning land in Indonesia
756,618272184,'EGREGIOUS CRIMINALITY OVER DECADES': Judge's damning verdict on the Rolls-Royce bribery case
757,618417012,"Fiscal, Investment Climate Reforms Put Indonesia's Growth on Solid Footing: World Bank"
758,618470298,Asean an important 'life raft' in uncertain climate: PM Lee
759,617796251,JPMorgan reverses bearish call that angered Jakarta
760,617805919,Greenpeace says HSBC funding Indonesian forest destruction
761,617482211,Indonesian tycoon Tahir says keen to buy StanChart's Permata stake
762,617302405,"Indonesia, Japan agree to discuss Jakarta-Surabaya rail project"
763,617313231,"Indonesia, Japan agree to discuss Jakarta-Surabaya rail project"
764,616960401,Indonesia commodity export policy turnaround rattles miners
765,616624801,Indonesia tycoon to meet Trump's sons to discuss resort projects
766,616719985,Korindo declares forest clearing ban in wake of NGO pressure
767,616729050,Indonesia trade surplus likely to rise in December on positive exports growth
768,616756223,Greenpeace and WWF suspend engagement with APRIL
769,616256197,U.S. brands pro-Islamic State Indonesian group 'terrorists'
770,616323613,Australians stranded in Bali as budget airline Tigerair cancels flights
771,616323632,Singapore Environment Council launches tougher eco-label for paper
772,616594653,Hundreds of Australians stranded in Bali start coming home today
773,615957009,Indonesia's first billion-dollar startup races to kill cash
774,615976304,Indonesian islands pay price for global smartphone rush
775,615700210,"As global demand for electricity grows, geothermal energy heats up"
776,615340533,"Indonesia's president moves to rein in ""out of control"" military chief"
777,615482901,Indonesia Revises Tax Rules to Combat Transfer Pricing: Official
778,614556540,"Australia's army chief is being sent overseas 'to apologise', says Indonesia's head armed forces"
779,614287616,'There was no hope for us': How a slave from Myanmar exposed human-rights failures in the Asia Pacific
780,614298979,Australia expresses regret for offending Indonesia's military
781,614415639,Indonesia to set up agency to combat fake news
782,613929693,Indonesia penalises JPMorgan for negative report in latest emerging markets skirmish
783,614090353,Update: Indonesia says military acted alone to suspend cooperation with Australia
784,614209539,Indonesia's military chief axed an Australian training program out of fear his troops would be recruited
785,613654931,Mermaid Maritime cancels US$298m order for two rigs with China Merchants Industry
786,613707383,Indonesia ends JPMorgan partnerships after US bank downgrades economy: Report
787,612882173,Malaysian woman faces life in jail for Indonesian maid attack
788,612482695,Consumer pressure to ditch deforestation begins to reach Indonesia’s oil palm plantation giants
789,612073766,Jakarta-Surabaya High-Speed Rail Cost May Swell to $7.6 Billion
